Month,Department,Complaint Type,Location Type,Zipcode,Borough
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11212,BROOKLYN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11212,BROOKLYN
Febuary,Department of Housing Preservation and Development,APPLIANCE,RESIDENTIAL BUILDING,10453,BRONX
Febuary,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11418,QUEENS
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11235,BROOKLYN
Febuary,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10456,BRONX
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11411,QUEENS
Febuary,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,11213,BROOKLYN
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10460,BRONX
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11375,QUEENS
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10035,MANHATTAN
Febuary,Department of Housing Preservation and Development,APPLIANCE,RESIDENTIAL BUILDING,10025,MANHATTAN
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11235,BROOKLYN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10460,BRONX
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10459,BRONX
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10452,BRONX
Febuary,Department of Housing Preservation and Development,APPLIANCE,RESIDENTIAL BUILDING,10472,BRONX
Febuary,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10452,BRONX
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10469,BRONX
Febuary,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,11213,BROOKLYN
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10025,MANHATTAN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11212,BROOKLYN
Febuary,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11694,QUEENS
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11694,QUEENS
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10460,BRONX
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10003,MANHATTAN
Febuary,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10458,BRONX
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10453,BRONX
Febuary,Department of Housing Preservation and Development,APPLIANCE,RESIDENTIAL BUILDING,10039,MANHATTAN
Febuary,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10468,BRONX
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11418,QUEENS
Febuary,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11235,BROOKLYN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10452,BRONX
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10040,MANHATTAN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11249,BROOKLYN
Febuary,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10452,BRONX
Febuary,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,11233,BROOKLYN
Febuary,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10037,MANHATTAN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10460,BRONX
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10453,BRONX
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10460,BRONX
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10458,BRONX
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11220,BROOKLYN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10452,BRONX
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11372,QUEENS
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11229,BROOKLYN
Febuary,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10456,BRONX
Febuary,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10472,BRONX
March,Taxi and Limousine Commission,Taxi Complaint,Street,10034,MANHATTAN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11223,BROOKLYN
March,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Street,11426,QUEENS
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11432,QUEENS
March,Department of Transportation,Street Sign - Missing,Street,11234,BROOKLYN
March,Taxi and Limousine Commission,Taxi Complaint,Street,10001,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10009,MANHATTAN
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11374,QUEENS
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10009,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10128,MANHATTAN
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11374,QUEENS
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11374,QUEENS
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11385,QUEENS
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,10457,BRONX
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10009,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10002,MANHATTAN
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10128,MANHATTAN
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10009,MANHATTAN
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11374,QUEENS
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,11377,QUEENS
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11385,QUEENS
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10030,MANHATTAN
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11385,QUEENS
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10009,MANHATTAN
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11102,QUEENS
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11385,QUEENS
March,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10470,BRONX
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,11377,QUEENS
March,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10461,BRONX
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10128,MANHATTAN
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11385,QUEENS
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,10468,BRONX
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10032,MANHATTAN
March,Department of Housing Preservation and Development,APPLIANCE,RESIDENTIAL BUILDING,11385,QUEENS
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10457,BRONX
March,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11206,BROOKLYN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10466,BRONX
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10128,MANHATTAN
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10453,BRONX
March,Department of Housing Preservation and Development,APPLIANCE,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10030,MANHATTAN
March,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10469,BRONX
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10457,BRONX
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,10468,BRONX
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10009,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10468,BRONX
March,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10470,BRONX
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10032,MANHATTAN
March,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10452,BRONX
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,11385,QUEENS
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10009,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11206,BROOKLYN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10038,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10009,MANHATTAN
March,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10032,MANHATTAN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11354,QUEENS
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,10034,MANHATTAN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11101,QUEENS
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11231,BROOKLYN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,10038,MANHATTAN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11358,QUEENS
March,Department of Health and Mental Hygiene,Food Establishment,Other (Explain Below),11355,QUEENS
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11220,BROOKLYN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,10016,MANHATTAN
March,Department of Health and Mental Hygiene,Food Establishment,Other (Explain Below),11205,BROOKLYN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,10019,MANHATTAN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11220,BROOKLYN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,10003,MANHATTAN
March,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11430,QUEENS
March,Taxi and Limousine Commission,For Hire Vehicle Complaint,Street,10453,BRONX
March,Department of Parks and Recreation,Damaged Tree,Street,10462,BRONX
March,Department of Transportation,Street Sign - Missing,Street,10456,BRONX
March,Taxi and Limousine Commission,Taxi Complaint,Street,11236,BROOKLYN
March,Department of Transportation,Bike Rack Condition,Sidewalk,11232,BROOKLYN
March,Department of Parks and Recreation,Damaged Tree,Street,10469,BRONX
March,Department of Housing Preservation and Development,APPLIANCE,RESIDENTIAL BUILDING,10024,MANHATTAN
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10469,BRONX
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10029,MANHATTAN
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10467,BRONX
March,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,11421,QUEENS
March,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10467,BRONX
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11385,QUEENS
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10469,BRONX
March,Department of Health and Mental Hygiene,Rodent,1-2 Family Dwelling,11206,BROOKLYN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10031,MANHATTAN
March,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,11238,BROOKLYN
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,10467,BRONX
March,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10026,MANHATTAN
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10472,BRONX
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11421,QUEENS
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10031,MANHATTAN
March,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10467,BRONX
March,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,10026,MANHATTAN
March,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10026,MANHATTAN
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10456,BRONX
March,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,10467,BRONX
